Common Name,Species,Genus,Family,Order,Class,Phylum
Arabian oryx,leucoryx,Oryx,Bovidae,Artiodactyla,Mammalia,Chordata
Arabian pipistrelle,arabicus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Arabian saddle-backed dolphin,tropicalis,Delphinus,Delphinidae,Cetacea,Mammalia,Chordata
Arabian saddleback dolphin,tropicalis,Delphinus,Delphinidae,Cetacea,Mammalia,Chordata
Arabian shrew,arabica,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Arabian smooth hound,mosis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Arabian smooth-hound,mosis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Arabian tahr,jayakari,Hemitragus,Bovidae,Artiodactyla,Mammalia,Chordata
Arakan forest turtle,depressa,Heosemys,Bataguridae,Testudines,Reptilia,Chordata
Aratathomas's yellow-shouldered bat,aratathomasi,Sturnira,Phyllostomidae,Chiroptera,Mammalia,Chordata
arboreal rice rat,speciosus,Oecomys,Muridae,Rodentia,Mammalia,Chordata
Arboreal salamander,lugubris,Aneides,Plethodontidae,Caudata,Amphibia,Chordata
arch-beaked whale,carlhubbsi,Mesoplodon,Ziphiidae,Cetacea,Mammalia,Chordata
archbeaked whale,carlhubbsi,Mesoplodon,Ziphiidae,Cetacea,Mammalia,Chordata
Archbishop,tergocellata,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Arctic brook lamprey,kessleri,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic fox,lagopus,Vulpes,Canidae,Carnivora,Mammalia,Chordata
Arctic ground squirrel,parryii,Spermophilus,Sciuridae,Rodentia,Mammalia,Chordata
Arctic hare,timidus,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata
Arctic hare,arcticus,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lamprey,camtschaticum,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Arctic lemming,torquatus,Dicrostonyx,Muridae,Rodentia,Mammalia,Chordata
Arctic shrew,arcticus,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Arctic skate,hyperborea,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Arctic skate,hyperborea,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Arctic skate,hyperborea,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
arctic tern,paradisaea,Sterna,Laridae,Ciconiiformes,Aves,Chordata
arcuate horseshoe bat,arcuatus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
Arend's golden mole,arendsi,Chlorotalpa,Chrysochloridae,Insectivora,Mammalia,Chordata
argali,ammon,Ovis,Bovidae,Artiodactyla,Mammalia,Chordata
Argentine angel shark,argentina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Argentine Angel shark,argentina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Argentine angelfish,argentina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Argentine angelshark,argentina,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Argentine brown bat,furinalis,Eptesicus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Argentine gray fox,griseus,Pseudalopex,Canidae,Carnivora,Mammalia,Chordata
Argentine hocicudo,akodontius,Oxymycterus,Muridae,Rodentia,Mammalia,Chordata
Argentine torpedo,puelcha,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Argus skate,polyommata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Aried cat shark,variolatum,Parascyllium,Parascylliidae,Orectolobiformes,Elasmobranchii,Chordata
Arizona alligator lizard,kingii,Elgaria,Anguidae,Squamata,Reptilia,Chordata
Arizona black-tailed prairie dog,ludovicianus,Cynomys,Sciuridae,Rodentia,Mammalia,Chordata
Arizona cotton rat,arizonae,Sigmodon,Muridae,Rodentia,Mammalia,Chordata
Arizona gray squirrel,arizonensis,Sciurus,Sciuridae,Rodentia,Mammalia,Chordata
Arizona pocket mouse,amplus,Perognathus,Heteromyidae,Rodentia,Mammalia,Chordata
Arizona shrew,arizonae,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Arizona striped whiptail,arizonae,Cnemidophorus,Teiidae,Squamata,Reptilia,Chordata
Arizona toad,microscaphus,Bufo,Bufonidae,Anura,Amphibia,Chordata
Arizona woodrat,devia,Neotoma,Muridae,Rodentia,Mammalia,Chordata
Armenian Gull,armenicus,Larus,Laridae,Ciconiiformes,Aves,Chordata
Armenian shrew,armenica,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
armored shrew,somereni,Scutisorex,Soricidae,Insectivora,Mammalia,Chordata
Arnhem tomb bat,kapalgensis,Taphozous,Emballonuridae,Chiroptera,Mammalia,Chordata
arno emoia,arnoensis,Emoia,Scincidae,Squamata,Reptilia,Chordata
arno skink,arnoensis,Emoia,Scincidae,Squamata,Reptilia,Chordata
Arnoux's beaked whale,arnuxii,Berardius,Ziphiidae,Cetacea,Mammalia,Chordata
Arnux's beaked whale,arnuxii,Berardius,Ziphiidae,Cetacea,Mammalia,Chordata
arrogant shrew,morio,Sylvisorex,Soricidae,Insectivora,Mammalia,Chordata
arrow flying squirrel,sagitta,Petinomys,Sciuridae,Rodentia,Mammalia,Chordata
Arrow headed hammerhead,blochii,Eusphyra,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chordata
Arrow-headed hammer-head,blochii,Eusphyra,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chordata
Arrowhead,blochii,Eusphyra,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chordata
Arrowhead dogfish,profundorum,Deania,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
Arrowspine dogfish,moluccensis,Centrophorus,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
arroyo toad,californicus,Bufo,Bufonidae,Anura,Amphibia,Chordata
Artic skate,hyperborea,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Aruba Island rattlesnake,unicolor,Crotalus,Viperidae,Squamata,Reptilia,Chordata
Aruba Island rattlesnake,durissus,Crotalus,Viperidae,Squamata,Reptilia,Chordata
Ascension Frigatebird,aquila,Fregata,Fregatidae,Ciconiiformes,Aves,Chordata
ash-colored oldfield mouse,cinereus,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
ash-throated flycatcher,cinerascens,Myiarchus,Tyrannidae,Passeriformes,Aves,Chordata
ashy black titi,cinerascens,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
ashy black titi monkey,cinerascens,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
ashy gecko,elegans,Sphaerodactylus,Gekkonidae,Squamata,Reptilia,Chordata
ashy roundleaf bat,cineraceus,Hipposideros,Rhinolophidae,Chiroptera,Mammalia,Chordata
Ashy Storm-Petrel,homochroa,Oceanodroma,Procellariidae,Ciconiiformes,Aves,Chordata
ashy titi,cinerascens,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
ashy titi monkey,cinerascens,Callicebus,Pitheciidae,Primates,Mammalia,Chordata
ashy-bellied oldfield mouse,cinereiventer,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
Asia Minor ground squirrel,xanthoprymnus,Spermophilus,Sciuridae,Rodentia,Mammalia,Chordata
Asian brown tortoise,emys,Manouria,Testudinidae,Testudines,Reptilia,Chordata
Asian elephant,maximus,Elephas,Elephantidae,Proboscidea,Mammalia,Chordata
Asian garden dormouse,melanurus,Eliomys,Myoxidae,Rodentia,Mammalia,Chordata
Asian giant softshell turtle,bibroni,Pelochelys,Trionychidae,Testudines,Reptilia,Chordata
Asian golden cat,temminckii,Catopuma,Felidae,Carnivora,Mammalia,Chordata
Asian house shrew,murinus,Suncus,Soricidae,Insectivora,Mammalia,Chordata
Asian leaf turtle,dentata,Cyclemys,Bataguridae,Testudines,Reptilia,Chordata
Asian minute shrew,minutissimus,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Asian palm civet,hermaphroditus,Paradoxurus,Viverridae,Carnivora,Mammalia,Chordata
Asian particolored bat,superans,Vespertilio,Vespertilionidae,Chiroptera,Mammalia,Chordata
Asian red-cheeked squirrel,rufigenis,Dremomys,Sciuridae,Rodentia,Mammalia,Chordata
Asian tapir,indicus,Tapirus,Tapiridae,Perissodactyla,Mammalia,Chordata
Asian wild ass,hemionus,Equus,Equidae,Perissodactyla,Mammalia,Chordata
Asiatic black bear,thibetanus,Ursus,Ursidae,Carnivora,Mammalia,Chordata
Asiatic brook lamprey,reissneri,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Asiatic brook lamprey,reissneri,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Asiatic elephant,maximus,Elephas,Elephantidae,Proboscidea,Mammalia,Chordata
Asiatic golden cat,temminckii,Catopuma,Felidae,Carnivora,Mammalia,Chordata
Asiatic softshell turtle,cartilaginea,Amyda,Trionychidae,Testudines,Reptilia,Chordata
Asiatic wild dog,alpinus,Cuon,Canidae,Carnivora,Mammalia,Chordata
ass,asinus,Equus,Equidae,Perissodactyla,Mammalia,Chordata
Assam macaque,assamensis,Macaca,Cercopithecidae,Primates,Mammalia,Chordata
Assam rabbit,hispidus,Caprolagus,Leporidae,Lagomorpha,Mammalia,Chordata
Assam roofed turtle,sylhetensis,Kachuga,Bataguridae,Testudines,Reptilia,Chordata
Atacama myotis,atacamensis,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
Atalaye nesophontes,hypomicrus,Nesophontes,Nesophontidae,Insectivora,Mammalia,Chordata
Atlantic angel shark,dumeril,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Atlantic angelshark,dumeril,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Atlantic chimaera,affinis,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Chordata
Atlantic Coast slimy salamander,chlorobryonis,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata
Atlantic devil ray,hypostoma,Mobula,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic electric ray,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic ghost cat shark,atlanticus,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic ghost catshark,atlanticus,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic gray seal,grypus,Halichoerus,Phocidae,Carnivora,Mammalia,Chordata
Atlantic guitarfish,lentiginosus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic guitarfish,lentiginosus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic hagfish,glutinosa,Myxine,Myxinidae,Myxiniformes,Myxini,Chordata
Atlantic humpback dolphin,teuszii,Sousa,Delphinidae,Cetacea,Mammalia,Chordata
Atlantic humpbacked dolphin,teuszii,Sousa,Delphinidae,Cetacea,Mammalia,Chordata
Atlantic knife-nose chimaera,atlantica,Rhinochimaera,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata
Atlantic leg skate,atlantis,Cruriraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Atlantic mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Atlantic mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Atlantic manta,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic manta,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic manta,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic manta,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic mud shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Atlantic mudshark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Atlantic New British torpedo,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic Petrel,incerta,Pterodroma,Procellariidae,Ciconiiformes,Aves,Chordata
Atlantic prickly skate,pectinata,Pristis,Pristidae,Pristiformes,Elasmobranchii,Chordata
atlantic puffin,arctica,Fratercula,Laridae,Ciconiiformes,Aves,Chordata
Atlantic pygmy skate,atlantica,Gurgesiella,Rajidae,Rajiformes,Elasmobranchii,Chordata
Atlantic ridley,kempii,Lepidochelys,Cheloniidae,Testudines,Reptilia,Chordata
Atlantic ridley sea turtle,kempii,Lepidochelys,Cheloniidae,Testudines,Reptilia,Chordata
Atlantic sawtail cat shark,atlanticus,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic seal,grypus,Halichoerus,Phocidae,Carnivora,Mammalia,Chordata
Atlantic sharp-nosed shark,terraenovae,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic sharpnose shark,porosus,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic sharpnose shark,porosus,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic sharpnose shark,terraenovae,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic sharpnose shark,terraenovae,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic smooth dogfish,canis,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic spotted dolphin,frontalis,Stenella,Delphinidae,Cetacea,Mammalia,Chordata
Atlantic starry skate,asterias,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Atlantic stingray,sabina,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic stingray,sabina,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Atlantic torpedo,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic torpedo,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic torpedo,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic torpedo,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Atlantic weasel shark,pectoralis,Paragaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic weasel shark,pectoralis,Paragaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Atlantic white-sided dolphin,acutus,Lagenorhynchus,Delphinidae,Cetacea,Mammalia,Chordata
Attwater's pocket gopher,attwateri,Geomys,Geomyidae,Rodentia,Mammalia,Chordata
Aubry's flapshell turtle,aubryi,Cycloderma,Trionychidae,Testudines,Reptilia,Chordata
Auckland Islands Shag,colensoi,Phalacrocorax,Phalacrocoracidae,Ciconiiformes,Aves,Chordata
Auckland sea lion,hookeri,Phocarctos,Otariidae,Carnivora,Mammalia,Chordata
audacious mole rat,audax,Tachyoryctes,Muridae,Rodentia,Mammalia,Chordata
Audouin's Gull,audouinii,Larus,Laridae,Ciconiiformes,Aves,Chordata
Audubon's Shearwater,lherminieri,Puffinus,Procellariidae,Ciconiiformes,Aves,Chordata
aurochs,taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata
Austalian guitarfish,typus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Australasian fur seal,forsteri,Arctocephalus,Otariidae,Carnivora,Mammalia,Chordata
Australian angel shark,australis,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Australian angelfish,australis,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Australian angelshark,australis,Squatina,Squatinidae,Squatiniformes,Elasmobranchii,Chordata
Australian big-headed turtle,australis,Emydura,Chelidae,Testudines,Reptilia,Chordata
Australian blackspotted catshark,labiosus,Aulohalaelurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian blacktip shark,tilstoni,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian blacktip shark,tilstoni,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian bull ray,australis,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Australian butterfly ray,australis,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Australian cow-nose ray,neglecta,Rhinoptera,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Australian cownose ray,neglecta,Rhinoptera,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Australian devilray,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Australian false vampire bat,gigas,Macroderma,Megadermatidae,Chiroptera,Mammalia,Chordata
Australian freshwater crocodile,johnsoni,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata
Australian Gannet,serrator,Morus,Sulidae,Ciconiiformes,Aves,Chordata
Australian lamprey,mordax,Mordacia,Geotriidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Australian lungfish,forsteri,Neoceratodus,Ceratodontidae,Ceratodontiformes,Sarcopterygii,Chordata
Australian marbled cat shark,macleayi,Atelomycterus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian marbled catshark,macleayi,Atelomycterus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian marbled catshark,macleayi,Atelomycterus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian marbled catshark,macleayi,Atelomycterus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian myotis,australis,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
Australian numbfish,monopterygium,Hypnos,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Australian sawtail cat shark,boardmani,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian sawtail catshark,boardmani,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian sawtail catshark,boardmani,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian sea lion,cinerea,Neophoca,Otariidae,Carnivora,Mammalia,Chordata
Australian sealion,cinerea,Neophoca,Otariidae,Carnivora,Mammalia,Chordata
Australian sharpnose shark,taylori,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian sharpnose shark,taylori,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian smooth hound,antarcticus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian spotted catshark,analis,Asymbolus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian spotted catshark,analis,Asymbolus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian swell shark,laticeps,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian swellshark,laticeps,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian swellshark,laticeps,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Australian thornback skate,lemprieri,Okamejei,Rajidae,Rajiformes,Elasmobranchii,Chordata
Australian torpedo,macneilli,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
axis deer,axis,Axis,Cervidae,Artiodactyla,Mammalia,Chordata
axolotl,mexicanum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata
aye-aye,madagascariensis,Daubentonia,Daubentoniidae,Primates,Mammalia,Chordata
Azara's grass mouse,azarae,Akodon,Muridae,Rodentia,Mammalia,Chordata
Azara's night monkey,azarai,Aotus,Cebidae,Primates,Mammalia,Chordata
Azores dogfish,garricki,Scymnodalatias,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Azores noctule,azoreum,Nyctalus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Aztec fruit-eating bat,aztecus,Artibeus,Phyllostomidae,Chiroptera,Mammalia,Chordata
Aztec mouse,aztecus,Peromyscus,Muridae,Rodentia,Mammalia,Chordata
Azumi shrew,hosonoi,Sorex,Soricidae,Insectivora,Mammalia,Chordata
azure-tailed skink,impar,Emoia,Scincidae,Squamata,Reptilia,Chordata
Babault's mouse shrew,babaulti,Myosorex,Soricidae,Insectivora,Mammalia,Chordata
babirusa,babyrussa,Babyrousa,Suidae,Artiodactyla,Mammalia,Chordata
Backwater butterfly ray,natalensis,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Backwater butterflyray,natalensis,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Backwater butterflyray,natalensis,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Bactrian camel,bactrianus,Camelus,Camelidae,Artiodactyla,Mammalia,Chordata
badger,taxus,Taxidea,Mustelidae,Carnivora,Mammalia,Chordata
Bahama skate,bahamensis,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Bahaman funnel-eared bat,tumidifrons,Natalus,Natalidae,Chiroptera,Mammalia,Chordata
Bahaman raccoon,maynardi,Procyon,Procyonidae,Carnivora,Mammalia,Chordata
Bahamas saw shark,schroederi,Pristiophorus,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Bahamas sawshark,schroederi,Pristiophorus,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Bahamonde's beaked whale,bahamondi,Mesoplodon,Ziphiidae,Cetacea,Mammalia,Chordata
Baikal seal,sibirica,Phoca,Phocidae,Carnivora,Mammalia,Chordata
Baikal seal,sibirica,Pusa,Phocidae,Carnivora,Mammalia,Chordata
Bailey's pocket mouse,baileyi,Perognathus,Heteromyidae,Rodentia,Mammalia,Chordata
Bailey's pocket mouse,baileyi,Chaetodipus,Heteromyidae,Rodentia,Mammalia,Chordata
Bailey's shrew,baileyi,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Baird's beaked whale,bairdii,Berardius,Ziphiidae,Cetacea,Mammalia,Chordata
Baird's pocket gopher,breviceps,Geomys,Geomyidae,Rodentia,Mammalia,Chordata
